folder,file,original_count,retained_count,reduction_rate
105769c,E_0.txt,2,2,0.0
105769c,N_0.txt,1,1,0.0
105769c,C_0.txt,2,2,0.0
19668c,E_0.txt,0,0,0.0
19668c,N_0.txt,3,3,0.0
19668c,C_0.txt,2,2,0.0
18189e,E_0.txt,3,3,0.0
18189e,N_0.txt,3,3,0.0
18189e,C_0.txt,3,3,0.0
142643c,E_0.txt,1,1,0.0
142643c,N_0.txt,3,3,0.0
142643c,C_0.txt,3,3,0.0
91913n,E_0.txt,4,4,0.0
91913n,N_0.txt,4,4,0.0
91913n,C_0.txt,3,3,0.0
22235n,E_0.txt,3,3,0.0
22235n,N_0.txt,3,3,0.0
22235n,C_0.txt,2,2,0.0
105179c,E_0.txt,3,3,0.0
105179c,N_0.txt,3,3,0.0
105179c,C_0.txt,2,2,0.0
10916n,E_0.txt,2,2,0.0
10916n,N_0.txt,5,5,0.0
10916n,C_0.txt,3,3,0.0
122322e,E_0.txt,3,3,0.0
122322e,N_0.txt,1,1,0.0
122322e,C_0.txt,3,3,0.0
75572n,E_0.txt,6,6,0.0
75572n,N_0.txt,1,1,0.0
75572n,C_0.txt,1,1,0.0
56582n,E_0.txt,2,2,0.0
56582n,N_0.txt,2,2,0.0
56582n,C_0.txt,2,2,0.0
132525n,E_0.txt,2,2,0.0
132525n,N_0.txt,2,2,0.0
132525n,C_0.txt,3,3,0.0
2133n,E_0.txt,0,0,0.0
2133n,N_0.txt,3,3,0.0
2133n,C_0.txt,4,4,0.0
139362e,E_0.txt,1,1,0.0
139362e,N_0.txt,2,2,0.0
139362e,C_0.txt,2,2,0.0
135251n,E_0.txt,2,2,0.0
135251n,N_0.txt,3,3,0.0
135251n,C_0.txt,2,2,0.0
10724n,E_0.txt,3,3,0.0
10724n,N_0.txt,4,4,0.0
10724n,C_0.txt,2,2,0.0
48553c,E_0.txt,0,0,0.0
48553c,N_0.txt,2,2,0.0
48553c,C_0.txt,3,3,0.0
121910e,E_0.txt,0,0,0.0
121910e,N_0.txt,2,2,0.0
121910e,C_0.txt,2,2,0.0
136360e,E_0.txt,1,1,0.0
136360e,N_0.txt,1,1,0.0
136360e,C_0.txt,3,3,0.0
67836n,E_0.txt,2,2,0.0
67836n,N_0.txt,4,4,0.0
67836n,C_0.txt,2,2,0.0
11971n,E_0.txt,2,2,0.0
11971n,N_0.txt,3,3,0.0
11971n,C_0.txt,3,3,0.0
49611e,E_0.txt,2,2,0.0
49611e,N_0.txt,3,3,0.0
49611e,C_0.txt,3,3,0.0
83248c,E_0.txt,2,2,0.0
83248c,N_0.txt,2,2,0.0
83248c,C_0.txt,3,3,0.0
28601n,E_0.txt,3,3,0.0
28601n,N_0.txt,3,3,0.0
28601n,C_0.txt,3,3,0.0
65879c,E_0.txt,1,1,0.0
65879c,N_0.txt,3,3,0.0
65879c,C_0.txt,3,3,0.0
139635n,E_0.txt,5,5,0.0
139635n,N_0.txt,2,2,0.0
139635n,C_0.txt,2,2,0.0
129601n,E_0.txt,1,1,0.0
129601n,N_0.txt,3,3,0.0
129601n,C_0.txt,1,1,0.0
121360c,E_0.txt,2,2,0.0
121360c,N_0.txt,2,2,0.0
121360c,C_0.txt,3,3,0.0
68946c,E_0.txt,0,0,0.0
68946c,N_0.txt,2,2,0.0
68946c,C_0.txt,4,4,0.0
21340n,E_0.txt,1,1,0.0
21340n,N_0.txt,4,4,0.0
21340n,C_0.txt,3,3,0.0
45443c,E_0.txt,4,4,0.0
45443c,N_0.txt,3,3,0.0
45443c,C_0.txt,5,5,0.0
73260n,E_0.txt,3,3,0.0
73260n,N_0.txt,5,5,0.0
73260n,C_0.txt,3,3,0.0
129185n,E_0.txt,2,2,0.0
129185n,N_0.txt,1,1,0.0
129185n,C_0.txt,1,1,0.0
121422c,E_0.txt,3,3,0.0
121422c,N_0.txt,5,5,0.0
121422c,C_0.txt,3,3,0.0
46820e,E_0.txt,2,2,0.0
46820e,N_0.txt,4,4,0.0
46820e,C_0.txt,4,4,0.0
98944c,E_0.txt,2,2,0.0
98944c,N_0.txt,1,1,0.0
98944c,C_0.txt,3,3,0.0
34176n,E_0.txt,2,2,0.0
34176n,N_0.txt,3,3,0.0
34176n,C_0.txt,3,3,0.0
48300c,E_0.txt,1,1,0.0
48300c,N_0.txt,3,3,0.0
48300c,C_0.txt,2,2,0.0
72870c,E_0.txt,0,0,0.0
72870c,N_0.txt,3,3,0.0
72870c,C_0.txt,2,2,0.0
99791n,E_0.txt,4,4,0.0
99791n,N_0.txt,2,2,0.0
99791n,C_0.txt,2,2,0.0
111693e,E_0.txt,6,6,0.0
111693e,N_0.txt,5,5,0.0
111693e,C_0.txt,3,3,0.0
130928n,E_0.txt,2,2,0.0
130928n,N_0.txt,4,4,0.0
130928n,C_0.txt,3,3,0.0
120955n,E_0.txt,2,2,0.0
120955n,N_0.txt,3,3,0.0
120955n,C_0.txt,2,2,0.0
50480n,E_0.txt,4,4,0.0
50480n,N_0.txt,4,4,0.0
50480n,C_0.txt,2,2,0.0
21297n,E_0.txt,1,1,0.0
21297n,N_0.txt,4,4,0.0
21297n,C_0.txt,2,2,0.0
124853e,E_0.txt,1,1,0.0
124853e,N_0.txt,3,3,0.0
124853e,C_0.txt,3,3,0.0
43094c,E_0.txt,0,0,0.0
43094c,N_0.txt,3,3,0.0
43094c,C_0.txt,3,3,0.0
11362e,E_0.txt,1,1,0.0
11362e,N_0.txt,3,3,0.0
11362e,C_0.txt,2,2,0.0
123027n,E_0.txt,3,3,0.0
123027n,N_0.txt,2,2,0.0
123027n,C_0.txt,4,4,0.0
102857n,E_0.txt,4,4,0.0
102857n,N_0.txt,4,4,0.0
102857n,C_0.txt,3,3,0.0
127410n,E_0.txt,1,1,0.0
127410n,N_0.txt,2,2,0.0
127410n,C_0.txt,3,3,0.0
132019n,E_0.txt,1,1,0.0
132019n,N_0.txt,3,3,0.0
132019n,C_0.txt,3,3,0.0
19921n,E_0.txt,5,5,0.0
19921n,N_0.txt,4,4,0.0
19921n,C_0.txt,3,3,0.0
70711c,E_0.txt,4,4,0.0
70711c,N_0.txt,4,4,0.0
70711c,C_0.txt,2,2,0.0
117892n,E_0.txt,4,4,0.0
117892n,N_0.txt,4,4,0.0
117892n,C_0.txt,1,1,0.0
42983e,E_0.txt,1,1,0.0
42983e,N_0.txt,2,2,0.0
42983e,C_0.txt,2,2,0.0
53619c,E_0.txt,1,1,0.0
53619c,N_0.txt,3,3,0.0
53619c,C_0.txt,2,2,0.0
85279n,E_0.txt,2,2,0.0
85279n,N_0.txt,3,3,0.0
85279n,C_0.txt,3,3,0.0
115247c,E_0.txt,2,2,0.0
115247c,N_0.txt,2,2,0.0
115247c,C_0.txt,3,3,0.0
97011c,E_0.txt,2,2,0.0
97011c,N_0.txt,2,2,0.0
97011c,C_0.txt,2,2,0.0
127073c,E_0.txt,0,0,0.0
127073c,N_0.txt,3,3,0.0
127073c,C_0.txt,2,2,0.0
97926n,E_0.txt,2,2,0.0
97926n,N_0.txt,3,3,0.0
97926n,C_0.txt,3,3,0.0
131623c,E_0.txt,1,1,0.0
131623c,N_0.txt,2,2,0.0
131623c,C_0.txt,3,3,0.0
26142n,E_0.txt,1,1,0.0
26142n,N_0.txt,1,1,0.0
26142n,C_0.txt,3,3,0.0
121910c,E_0.txt,1,1,0.0
121910c,N_0.txt,2,2,0.0
121910c,C_0.txt,2,2,0.0
105911c,E_0.txt,4,4,0.0
105911c,N_0.txt,4,4,0.0
105911c,C_0.txt,5,5,0.0
93236c,E_0.txt,0,0,0.0
93236c,N_0.txt,2,2,0.0
93236c,C_0.txt,3,3,0.0
49237c,E_0.txt,6,6,0.0
49237c,N_0.txt,5,5,0.0
49237c,C_0.txt,4,4,0.0
130680e,E_0.txt,5,5,0.0
130680e,N_0.txt,2,2,0.0
130680e,C_0.txt,3,3,0.0
11534n,E_0.txt,4,4,0.0
11534n,N_0.txt,3,3,0.0
11534n,C_0.txt,3,3,0.0
45957e,E_0.txt,4,4,0.0
45957e,N_0.txt,3,3,0.0
45957e,C_0.txt,3,3,0.0
46198n,E_0.txt,1,1,0.0
46198n,N_0.txt,2,2,0.0
46198n,C_0.txt,2,2,0.0
86429n,E_0.txt,5,5,0.0
86429n,N_0.txt,2,2,0.0
86429n,C_0.txt,3,3,0.0
134217e,E_0.txt,3,3,0.0
134217e,N_0.txt,2,2,0.0
134217e,C_0.txt,1,1,0.0
44747n,E_0.txt,1,1,0.0
44747n,N_0.txt,5,5,0.0
44747n,C_0.txt,2,2,0.0
96583n,E_0.txt,3,3,0.0
96583n,N_0.txt,3,3,0.0
96583n,C_0.txt,2,2,0.0
17753n,E_0.txt,3,3,0.0
17753n,N_0.txt,3,3,0.0
17753n,C_0.txt,3,3,0.0
32754e,E_0.txt,3,3,0.0
32754e,N_0.txt,3,3,0.0
32754e,C_0.txt,2,2,0.0
108027n,E_0.txt,3,3,0.0
108027n,N_0.txt,3,3,0.0
108027n,C_0.txt,2,2,0.0
88050c,E_0.txt,1,1,0.0
88050c,N_0.txt,1,1,0.0
88050c,C_0.txt,1,1,0.0
136752n,E_0.txt,10,10,0.0
136752n,N_0.txt,8,8,0.0
136752n,C_0.txt,3,3,0.0
30380c,E_0.txt,3,3,0.0
30380c,N_0.txt,4,4,0.0
30380c,C_0.txt,2,2,0.0
95883e,E_0.txt,1,1,0.0
95883e,N_0.txt,3,3,0.0
95883e,C_0.txt,3,3,0.0
3545n,E_0.txt,1,1,0.0
3545n,N_0.txt,2,2,0.0
3545n,C_0.txt,2,2,0.0
23901e,E_0.txt,1,1,0.0
23901e,N_0.txt,3,3,0.0
23901e,C_0.txt,3,3,0.0
72740c,E_0.txt,2,2,0.0
72740c,N_0.txt,2,2,0.0
72740c,C_0.txt,3,3,0.0
12601n,E_0.txt,4,4,0.0
12601n,N_0.txt,2,2,0.0
12601n,C_0.txt,2,2,0.0
14388e,E_0.txt,3,3,0.0
14388e,N_0.txt,1,1,0.0
14388e,C_0.txt,3,3,0.0
51353e,E_0.txt,4,4,0.0
51353e,N_0.txt,3,3,0.0
51353e,C_0.txt,5,5,0.0
48223n,E_0.txt,1,1,0.0
48223n,N_0.txt,2,2,0.0
48223n,C_0.txt,3,3,0.0
133274n,E_0.txt,5,5,0.0
133274n,N_0.txt,5,5,0.0
133274n,C_0.txt,4,4,0.0
107399c,E_0.txt,0,0,0.0
107399c,N_0.txt,3,3,0.0
107399c,C_0.txt,3,3,0.0
117177n,E_0.txt,3,3,0.0
117177n,N_0.txt,3,3,0.0
117177n,C_0.txt,4,4,0.0
23280e,E_0.txt,2,2,0.0
23280e,N_0.txt,2,2,0.0
23280e,C_0.txt,3,3,0.0
22436n,E_0.txt,4,4,0.0
22436n,N_0.txt,4,4,0.0
22436n,C_0.txt,5,5,0.0
124590c,E_0.txt,0,0,0.0
124590c,N_0.txt,2,2,0.0
124590c,C_0.txt,3,3,0.0
8257n,E_0.txt,5,5,0.0
8257n,N_0.txt,3,3,0.0
8257n,C_0.txt,3,3,0.0
82174e,E_0.txt,3,3,0.0
82174e,N_0.txt,2,2,0.0
82174e,C_0.txt,3,3,0.0
65130n,E_0.txt,2,2,0.0
65130n,N_0.txt,3,3,0.0
65130n,C_0.txt,2,2,0.0
33822n,E_0.txt,3,3,0.0
33822n,N_0.txt,3,3,0.0
33822n,C_0.txt,4,4,0.0
7449e,E_0.txt,3,3,0.0
7449e,N_0.txt,3,3,0.0
7449e,C_0.txt,3,3,0.0
103364n,E_0.txt,2,2,0.0
103364n,N_0.txt,3,3,0.0
103364n,C_0.txt,3,3,0.0
144753c,E_0.txt,3,3,0.0
144753c,N_0.txt,2,2,0.0
144753c,C_0.txt,2,2,0.0
74377e,E_0.txt,4,4,0.0
74377e,N_0.txt,3,3,0.0
74377e,C_0.txt,2,2,0.0
91106n,E_0.txt,0,0,0.0
91106n,N_0.txt,3,3,0.0
91106n,C_0.txt,3,3,0.0
88605n,E_0.txt,4,4,0.0
88605n,N_0.txt,2,2,0.0
88605n,C_0.txt,5,5,0.0
55572n,E_0.txt,1,1,0.0
55572n,N_0.txt,4,4,0.0
55572n,C_0.txt,4,4,0.0
73444n,E_0.txt,4,4,0.0
73444n,N_0.txt,2,2,0.0
73444n,C_0.txt,4,4,0.0
141321n,E_0.txt,1,1,0.0
141321n,N_0.txt,2,2,0.0
141321n,C_0.txt,2,2,0.0
15537n,E_0.txt,2,2,0.0
15537n,N_0.txt,5,5,0.0
15537n,C_0.txt,2,2,0.0
65199n,E_0.txt,4,4,0.0
65199n,N_0.txt,3,3,0.0
65199n,C_0.txt,3,3,0.0
2262n,E_0.txt,1,1,0.0
2262n,N_0.txt,2,2,0.0
2262n,C_0.txt,2,2,0.0
16086n,E_0.txt,2,2,0.0
16086n,N_0.txt,3,3,0.0
16086n,C_0.txt,2,2,0.0
125021c,E_0.txt,0,0,0.0
125021c,N_0.txt,2,2,0.0
125021c,C_0.txt,3,3,0.0
11601n,E_0.txt,4,4,0.0
11601n,N_0.txt,3,3,0.0
11601n,C_0.txt,4,4,0.0
27022c,E_0.txt,1,1,0.0
27022c,N_0.txt,2,2,0.0
27022c,C_0.txt,2,2,0.0
132539e,E_0.txt,2,2,0.0
132539e,N_0.txt,4,4,0.0
132539e,C_0.txt,2,2,0.0
98487c,E_0.txt,1,1,0.0
98487c,N_0.txt,2,2,0.0
98487c,C_0.txt,2,2,0.0
144753e,E_0.txt,3,3,0.0
144753e,N_0.txt,3,3,0.0
144753e,C_0.txt,4,4,0.0
51353c,E_0.txt,4,4,0.0
51353c,N_0.txt,3,3,0.0
51353c,C_0.txt,2,2,0.0
123751n,E_0.txt,5,5,0.0
123751n,N_0.txt,3,3,0.0
123751n,C_0.txt,4,4,0.0
60732n,E_0.txt,5,5,0.0
60732n,N_0.txt,3,3,0.0
60732n,C_0.txt,4,4,0.0
125238c,E_0.txt,3,3,0.0
125238c,N_0.txt,3,3,0.0
125238c,C_0.txt,3,3,0.0
118999n,E_0.txt,1,1,0.0
118999n,N_0.txt,4,4,0.0
118999n,C_0.txt,2,2,0.0
106013c,E_0.txt,1,1,0.0
106013c,N_0.txt,5,5,0.0
106013c,C_0.txt,3,3,0.0
100349e,E_0.txt,2,2,0.0
100349e,N_0.txt,1,1,0.0
100349e,C_0.txt,2,2,0.0
82156e,E_0.txt,4,4,0.0
82156e,N_0.txt,3,3,0.0
82156e,C_0.txt,5,5,0.0
108624c,E_0.txt,0,0,0.0
108624c,N_0.txt,3,3,0.0
108624c,C_0.txt,3,3,0.0
112547n,E_0.txt,0,0,0.0
112547n,N_0.txt,2,2,0.0
112547n,C_0.txt,3,3,0.0
135898c,E_0.txt,1,1,0.0
135898c,N_0.txt,3,3,0.0
135898c,C_0.txt,4,4,0.0
73518n,E_0.txt,1,1,0.0
73518n,N_0.txt,3,3,0.0
73518n,C_0.txt,2,2,0.0
139836n,E_0.txt,4,4,0.0
139836n,N_0.txt,4,4,0.0
139836n,C_0.txt,3,3,0.0
67571c,E_0.txt,1,1,0.0
67571c,N_0.txt,2,2,0.0
67571c,C_0.txt,3,3,0.0
123891c,E_0.txt,4,4,0.0
123891c,N_0.txt,3,3,0.0
123891c,C_0.txt,3,3,0.0
81579e,E_0.txt,1,1,0.0
81579e,N_0.txt,4,4,0.0
81579e,C_0.txt,2,2,0.0
38475c,E_0.txt,1,1,0.0
38475c,N_0.txt,3,3,0.0
38475c,C_0.txt,2,2,0.0
93357c,E_0.txt,1,1,0.0
93357c,N_0.txt,2,2,0.0
93357c,C_0.txt,3,3,0.0
34776c,E_0.txt,5,5,0.0
34776c,N_0.txt,1,1,0.0
34776c,C_0.txt,5,5,0.0
12562n,E_0.txt,3,3,0.0
12562n,N_0.txt,2,2,0.0
12562n,C_0.txt,3,3,0.0
79507e,E_0.txt,5,5,0.0
79507e,N_0.txt,3,3,0.0
79507e,C_0.txt,5,5,0.0
79141n,E_0.txt,4,4,0.0
79141n,N_0.txt,5,5,0.0
79141n,C_0.txt,5,5,0.0
127290n,E_0.txt,3,3,0.0
127290n,N_0.txt,3,3,0.0
127290n,C_0.txt,4,4,0.0
53499c,E_0.txt,1,1,0.0
53499c,N_0.txt,4,4,0.0
53499c,C_0.txt,3,3,0.0
3476n,E_0.txt,2,2,0.0
3476n,N_0.txt,4,4,0.0
3476n,C_0.txt,3,3,0.0
119768n,E_0.txt,3,3,0.0
119768n,N_0.txt,3,3,0.0
119768n,C_0.txt,2,2,0.0
10229n,E_0.txt,3,3,0.0
10229n,N_0.txt,2,2,0.0
10229n,C_0.txt,3,3,0.0
120149c,E_0.txt,3,3,0.0
120149c,N_0.txt,4,4,0.0
120149c,C_0.txt,2,2,0.0
29844c,E_0.txt,1,1,0.0
29844c,N_0.txt,3,3,0.0
29844c,C_0.txt,2,2,0.0
118460n,E_0.txt,5,5,0.0
118460n,N_0.txt,4,4,0.0
118460n,C_0.txt,3,3,0.0
92774n,E_0.txt,0,0,0.0
92774n,N_0.txt,3,3,0.0
92774n,C_0.txt,2,2,0.0
9557e,E_0.txt,5,5,0.0
9557e,N_0.txt,3,3,0.0
9557e,C_0.txt,2,2,0.0
98445c,E_0.txt,6,6,0.0
98445c,N_0.txt,5,5,0.0
98445c,C_0.txt,7,7,0.0
1073c,E_0.txt,2,2,0.0
1073c,N_0.txt,3,3,0.0
1073c,C_0.txt,3,3,0.0
129464c,E_0.txt,4,4,0.0
129464c,N_0.txt,2,2,0.0
129464c,C_0.txt,3,3,0.0
100136e,E_0.txt,8,8,0.0
100136e,N_0.txt,10,10,0.0
100136e,C_0.txt,7,7,0.0
96516e,E_0.txt,3,3,0.0
96516e,N_0.txt,3,3,0.0
96516e,C_0.txt,3,3,0.0
79013n,E_0.txt,2,2,0.0
79013n,N_0.txt,4,4,0.0
79013n,C_0.txt,2,2,0.0
8219n,E_0.txt,5,5,0.0
8219n,N_0.txt,2,2,0.0
8219n,C_0.txt,4,4,0.0
129081n,E_0.txt,3,3,0.0
129081n,N_0.txt,2,2,0.0
129081n,C_0.txt,3,3,0.0
49227n,E_0.txt,3,3,0.0
49227n,N_0.txt,2,2,0.0
49227n,C_0.txt,3,3,0.0
128176e,E_0.txt,3,3,0.0
128176e,N_0.txt,5,5,0.0
128176e,C_0.txt,2,2,0.0
81842c,E_0.txt,2,2,0.0
81842c,N_0.txt,4,4,0.0
81842c,C_0.txt,2,2,0.0
30171n,E_0.txt,2,2,0.0
30171n,N_0.txt,3,3,0.0
30171n,C_0.txt,4,4,0.0
87332c,E_0.txt,1,1,0.0
87332c,N_0.txt,3,3,0.0
87332c,C_0.txt,2,2,0.0
19578n,E_0.txt,0,0,0.0
19578n,N_0.txt,3,3,0.0
19578n,C_0.txt,2,2,0.0
117576e,E_0.txt,5,5,0.0
117576e,N_0.txt,4,4,0.0
117576e,C_0.txt,5,5,0.0
65066n,E_0.txt,1,1,0.0
65066n,N_0.txt,1,1,0.0
65066n,C_0.txt,1,1,0.0
72721e,E_0.txt,2,2,0.0
72721e,N_0.txt,3,3,0.0
72721e,C_0.txt,2,2,0.0
127809n,E_0.txt,2,2,0.0
127809n,N_0.txt,3,3,0.0
127809n,C_0.txt,3,3,0.0
2870n,E_0.txt,2,2,0.0
2870n,N_0.txt,3,3,0.0
2870n,C_0.txt,3,3,0.0
6386n,E_0.txt,4,4,0.0
6386n,N_0.txt,1,1,0.0
6386n,C_0.txt,3,3,0.0
103559e,E_0.txt,1,1,0.0
103559e,N_0.txt,1,1,0.0
103559e,C_0.txt,1,1,0.0
131235c,E_0.txt,5,5,0.0
131235c,N_0.txt,2,2,0.0
131235c,C_0.txt,3,3,0.0
48454c,E_0.txt,1,1,0.0
48454c,N_0.txt,3,3,0.0
48454c,C_0.txt,2,2,0.0
142729c,E_0.txt,0,0,0.0
142729c,N_0.txt,1,1,0.0
142729c,C_0.txt,2,2,0.0
137715n,E_0.txt,2,2,0.0
137715n,N_0.txt,4,4,0.0
137715n,C_0.txt,3,3,0.0
76037n,E_0.txt,3,3,0.0
76037n,N_0.txt,3,3,0.0
76037n,C_0.txt,2,2,0.0
52542n,E_0.txt,4,4,0.0
52542n,N_0.txt,3,3,0.0
52542n,C_0.txt,3,3,0.0
80930n,E_0.txt,3,3,0.0
80930n,N_0.txt,3,3,0.0
80930n,C_0.txt,5,5,0.0
123267e,E_0.txt,3,3,0.0
123267e,N_0.txt,3,3,0.0
123267e,C_0.txt,3,3,0.0
86331e,E_0.txt,1,1,0.0
86331e,N_0.txt,5,5,0.0
86331e,C_0.txt,2,2,0.0
83657c,E_0.txt,1,1,0.0
83657c,N_0.txt,0,0,0.0
83657c,C_0.txt,2,2,0.0
34094e,E_0.txt,2,2,0.0
34094e,N_0.txt,4,4,0.0
34094e,C_0.txt,3,3,0.0
116176c,E_0.txt,0,0,0.0
116176c,N_0.txt,2,2,0.0
116176c,C_0.txt,3,3,0.0
74509n,E_0.txt,1,1,0.0
74509n,N_0.txt,6,6,0.0
74509n,C_0.txt,2,2,0.0
134356n,E_0.txt,2,2,0.0
134356n,N_0.txt,3,3,0.0
134356n,C_0.txt,3,3,0.0
41975c,E_0.txt,4,4,0.0
41975c,N_0.txt,4,4,0.0
41975c,C_0.txt,5,5,0.0
58557e,E_0.txt,1,1,0.0
58557e,N_0.txt,3,3,0.0
58557e,C_0.txt,3,3,0.0
25304n,E_0.txt,0,0,0.0
25304n,N_0.txt,2,2,0.0
25304n,C_0.txt,3,3,0.0
54383c,E_0.txt,0,0,0.0
54383c,N_0.txt,1,1,0.0
54383c,C_0.txt,2,2,0.0
133005n,E_0.txt,1,1,0.0
133005n,N_0.txt,3,3,0.0
133005n,C_0.txt,3,3,0.0
17179n,E_0.txt,2,2,0.0
17179n,N_0.txt,2,2,0.0
17179n,C_0.txt,3,3,0.0
141110n,E_0.txt,10,10,0.0
141110n,N_0.txt,2,2,0.0
141110n,C_0.txt,3,3,0.0
27335e,E_0.txt,6,6,0.0
27335e,N_0.txt,3,3,0.0
27335e,C_0.txt,5,5,0.0
85428e,E_0.txt,3,3,0.0
85428e,N_0.txt,3,3,0.0
85428e,C_0.txt,2,2,0.0
11618c,E_0.txt,0,0,0.0
11618c,N_0.txt,0,0,0.0
11618c,C_0.txt,2,2,0.0
53211n,E_0.txt,3,3,0.0
53211n,N_0.txt,3,3,0.0
53211n,C_0.txt,3,3,0.0
144408n,E_0.txt,0,0,0.0
144408n,N_0.txt,2,2,0.0
144408n,C_0.txt,2,2,0.0
112402c,E_0.txt,1,1,0.0
112402c,N_0.txt,2,2,0.0
112402c,C_0.txt,2,2,0.0
31775c,E_0.txt,0,0,0.0
31775c,N_0.txt,3,3,0.0
31775c,C_0.txt,3,3,0.0
56895c,E_0.txt,0,0,0.0
56895c,N_0.txt,1,1,0.0
56895c,C_0.txt,3,3,0.0
92062c,E_0.txt,1,1,0.0
92062c,N_0.txt,2,2,0.0
92062c,C_0.txt,2,2,0.0
61429c,E_0.txt,1,1,0.0
61429c,N_0.txt,4,4,0.0
61429c,C_0.txt,6,6,0.0
27287c,E_0.txt,0,0,0.0
27287c,N_0.txt,3,3,0.0
27287c,C_0.txt,3,3,0.0
110061n,E_0.txt,2,2,0.0
110061n,N_0.txt,2,2,0.0
110061n,C_0.txt,3,3,0.0
61216c,E_0.txt,3,3,0.0
61216c,N_0.txt,2,2,0.0
61216c,C_0.txt,2,2,0.0
63469c,E_0.txt,3,3,0.0
63469c,N_0.txt,3,3,0.0
63469c,C_0.txt,4,4,0.0
103354n,E_0.txt,4,4,0.0
103354n,N_0.txt,3,3,0.0
103354n,C_0.txt,2,2,0.0
28456n,E_0.txt,0,0,0.0
28456n,N_0.txt,3,3,0.0
28456n,C_0.txt,3,3,0.0
138448c,E_0.txt,1,1,0.0
138448c,N_0.txt,2,2,0.0
138448c,C_0.txt,2,2,0.0
59208n,E_0.txt,2,2,0.0
59208n,N_0.txt,2,2,0.0
59208n,C_0.txt,2,2,0.0
30894n,E_0.txt,2,2,0.0
30894n,N_0.txt,3,3,0.0
30894n,C_0.txt,5,5,0.0
82528c,E_0.txt,4,4,0.0
82528c,N_0.txt,4,4,0.0
82528c,C_0.txt,4,4,0.0
93955n,E_0.txt,4,4,0.0
93955n,N_0.txt,2,2,0.0
93955n,C_0.txt,3,3,0.0
14280n,E_0.txt,6,6,0.0
14280n,N_0.txt,5,5,0.0
14280n,C_0.txt,6,6,0.0
76020e,E_0.txt,1,1,0.0
76020e,N_0.txt,1,1,0.0
76020e,C_0.txt,2,2,0.0
142430c,E_0.txt,3,3,0.0
142430c,N_0.txt,3,3,0.0
142430c,C_0.txt,5,5,0.0
138862c,E_0.txt,2,2,0.0
138862c,N_0.txt,4,4,0.0
138862c,C_0.txt,3,3,0.0
13133n,E_0.txt,1,1,0.0
13133n,N_0.txt,4,4,0.0
13133n,C_0.txt,3,3,0.0
69815n,E_0.txt,4,4,0.0
69815n,N_0.txt,2,2,0.0
69815n,C_0.txt,3,3,0.0
76219n,E_0.txt,3,3,0.0
76219n,N_0.txt,4,4,0.0
76219n,C_0.txt,3,3,0.0
110234e,E_0.txt,3,3,0.0
110234e,N_0.txt,3,3,0.0
110234e,C_0.txt,2,2,0.0
109679n,E_0.txt,3,3,0.0
109679n,N_0.txt,3,3,0.0
109679n,C_0.txt,3,3,0.0
28507n,E_0.txt,3,3,0.0
28507n,N_0.txt,3,3,0.0
28507n,C_0.txt,3,3,0.0
11297c,E_0.txt,1,1,0.0
11297c,N_0.txt,3,3,0.0
11297c,C_0.txt,5,5,0.0
107252c,E_0.txt,1,1,0.0
107252c,N_0.txt,3,3,0.0
107252c,C_0.txt,3,3,0.0
74768e,E_0.txt,3,3,0.0
74768e,N_0.txt,2,2,0.0
74768e,C_0.txt,2,2,0.0
13765c,E_0.txt,2,2,0.0
13765c,N_0.txt,2,2,0.0
13765c,C_0.txt,2,2,0.0
8545c,E_0.txt,0,0,0.0
8545c,N_0.txt,1,1,0.0
8545c,C_0.txt,2,2,0.0
38156n,E_0.txt,10,10,0.0
38156n,N_0.txt,6,6,0.0
38156n,C_0.txt,7,7,0.0
112349c,E_0.txt,2,2,0.0
112349c,N_0.txt,3,3,0.0
112349c,C_0.txt,3,3,0.0
117093n,E_0.txt,3,3,0.0
117093n,N_0.txt,2,2,0.0
117093n,C_0.txt,3,3,0.0
131261n,E_0.txt,4,4,0.0
131261n,N_0.txt,4,4,0.0
131261n,C_0.txt,3,3,0.0
145047e,E_0.txt,3,3,0.0
145047e,N_0.txt,2,2,0.0
145047e,C_0.txt,1,1,0.0
107468n,E_0.txt,4,4,0.0
107468n,N_0.txt,3,3,0.0
107468n,C_0.txt,3,3,0.0
82830n,E_0.txt,1,1,0.0
82830n,N_0.txt,2,2,0.0
82830n,C_0.txt,3,3,0.0
64123c,E_0.txt,1,1,0.0
64123c,N_0.txt,1,1,0.0
64123c,C_0.txt,2,2,0.0
102075c,E_0.txt,1,1,0.0
102075c,N_0.txt,3,3,0.0
102075c,C_0.txt,3,3,0.0
74534n,E_0.txt,3,3,0.0
74534n,N_0.txt,2,2,0.0
74534n,C_0.txt,2,2,0.0
19208c,E_0.txt,3,3,0.0
19208c,N_0.txt,4,4,0.0
19208c,C_0.txt,4,4,0.0
52278e,E_0.txt,1,1,0.0
52278e,N_0.txt,1,1,0.0
52278e,C_0.txt,3,3,0.0
47408n,E_0.txt,5,5,0.0
47408n,N_0.txt,3,3,0.0
47408n,C_0.txt,4,4,0.0
10119e,E_0.txt,2,2,0.0
10119e,N_0.txt,1,1,0.0
10119e,C_0.txt,1,1,0.0
113193n,E_0.txt,4,4,0.0
113193n,N_0.txt,4,4,0.0
113193n,C_0.txt,4,4,0.0
34043c,E_0.txt,4,4,0.0
34043c,N_0.txt,3,3,0.0
34043c,C_0.txt,3,3,0.0
