folder,label,0-1,1-2,2-3,dropped_count
38477c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
38477c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53074n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53074n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53074n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76947n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76947n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76947n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82230e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82230e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82230e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138966n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138966n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138966n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
40486n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
40486n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
40486n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21810n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21810n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21810n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77875e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77875e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77875e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
104412e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
104412e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
104412e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42388e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42388e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42388e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113668n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113668n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113668n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88605e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80630e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80630e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80630e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125700e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125700e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
125700e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70047c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70047c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70047c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140005c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140005c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140005c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
71251n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
71251n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
71251n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
109876n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
109876n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
109876n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
83722e,E,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Economic and political factors influence postal service negotiations, warranting detailed investigation.']}","{'num': 0, 'text': []}",1
83722e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
83722e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
20181n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
20181n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
20181n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23280n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140782c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140782c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
140782c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88646c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88646c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88646c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24385e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24385e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24385e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22587e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22587e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22587e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42860n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42860n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
42860n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122645n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122645n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122645n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
52854n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
52854n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
52854n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18428n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18428n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18428n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
43440n,E,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Common practice implies normalization.']}","{'num': 0, 'text': []}",1
43440n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
43440n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98844n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98844n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98844n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
31113e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
31113e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
31113e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100768n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100768n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100768n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
33822e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
106390n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
106390n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
106390n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122928e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122928e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122928e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
78105e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
78105e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
78105e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120896n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120896n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
120896n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91601n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91601n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91601n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88188e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
88188e,N,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Arid conditions do not automatically permeate land.']}","{'num': 0, 'text': []}",1
88188e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
1735n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
1735n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
1735n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8487n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8487n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
8487n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70590c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70590c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
70590c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136752e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136752e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136752e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23751c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117089n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117089n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117089n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113644n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113644n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113644n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141293e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141293e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
141293e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77893n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77893n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77893n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12815n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12815n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
12815n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
67610c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
67610c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
67610c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96956c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96956c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
96956c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
13964e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
13964e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
13964e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99708e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99708e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
99708e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136097n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136097n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136097n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80808n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80808n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
80808n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73840n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73840n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73840n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46059c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46059c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46059c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
145495c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
145495c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
145495c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
38527n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
38527n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
38527n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21834e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21834e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21834e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45774c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45774c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45774c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73191n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73191n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
73191n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47260n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47260n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47260n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23414c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23414c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23414c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17576n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17576n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17576n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49396e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49396e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49396e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19768c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19768c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19768c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36811c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36811c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36811c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
118403n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
118403n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
118403n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23583e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23583e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23583e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36715e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36715e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
36715e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16996e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16996e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
16996e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
90548e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
90548e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
90548e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
59934n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
59934n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
59934n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28306c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28306c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28306c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
5087e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
5087e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
5087e,C,"{'num': 0, 'text': []}","{'num': 1, 'text': ['Geographic and operational contexts necessitate diverse methods.']}","{'num': 0, 'text': []}",1
143789n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
143789n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
143789n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130869n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130869n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
130869n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133597n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133597n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
133597n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105561e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105561e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105561e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
69975n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
69975n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
69975n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56743e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56743e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56743e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
61818n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
61818n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
61818n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129081e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129081e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
129081e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111243n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111243n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111243n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
94674c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
94674c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
94674c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111338e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
