id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
52854n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
53074n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
53211n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
53468n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
53499c,round_1,"e,n,c","[2, 3, 1]","[2, 3, 1]",1.0
53619c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
53866e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
54327n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
54383c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
54458n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
54811c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
55572n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
55888c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
56124n,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
56163c,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
56582n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
56743e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
56895c,round_1,"e,n,c","[2, 1, 1]","[1, 3, 2]",-0.816496580927726
57454c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
57454e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
58016c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
58357c,round_1,"e,n,c","[1, 3, 2]","[3, 1, 2]",-1.0
58557e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
58954c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
59208n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
59934n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
60732n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
6105e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
61216c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
61429c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
61818n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
62238e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
62273n,round_1,"e,n,c","[2, 1, 1]","[1, 1, 2]",-0.49999999999999994
63013n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
63218n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
63469c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
6386n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
64123c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
65066n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
65130n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
65199n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
65353n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
65650e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
65879c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
66185c,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
66225n,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
66689c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
66858n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
67571c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
67610c,round_1,"e,n,c","[1, 2, 3]","[1, 3, 2]",0.33333333333333337
67836n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
68946c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
69815n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
69975n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
70047c,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
70590c,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
70711c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
71251n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
72721e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
72740c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
72870c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
72870n,round_1,"e,n,c","[1, 3, 2]","[3, 1, 2]",-1.0
72875e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
73191n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
73260n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
73444n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
73518n,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
73840n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
74377e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
7449e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
74509n,round_1,"e,n,c","[3, 2, 1]","[1, 3, 2]",-0.33333333333333337
74534n,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
74768e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
75259c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
75572n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
76020e,round_1,"e,n,c","[3, 2, 1]","[1, 3, 2]",-0.33333333333333337
76037n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
76219n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
76947n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
76957c,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
77025c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
77116e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
77299n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
77590c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
77654e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
77875e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
77893n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
78105e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
7856c,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
79013n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
79106e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
79141n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
79507e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
80109n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
80517e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
80630e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
80808n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
80930n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
81356e,round_1,"e,n,c","[2, 1, 3]","[1, 3, 2]",-0.33333333333333337
81579e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
81842c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
82156e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
82174e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
8219n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
82230e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
82415n,round_1,"e,n,c","[1, 2, 2]","[1, 3, 2]",0.816496580927726
82510c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
82510e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
82528c,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
8257n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
82700c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
82830n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 2]",-0.9999999999999999
83247e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
83248c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
83657c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
83722e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
837n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
83900e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
84055n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
84781c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
84781e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
8487n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
85279n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
85428e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
8545c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
86331e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
86429n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
87332c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
88050c,round_1,"e,n,c","[2, 1, 2]","[2, 3, 1]",-0.816496580927726
88188e,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
88605e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
88605n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
88646c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
89995c,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
90548e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
91106n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
91601n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
91650n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
91709c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
91797c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
917c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
91913n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
92062c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
92774n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
93236c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
93357c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
9393n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
93955n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
94674c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
95186n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
9557e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
95883e,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
96516e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
96583n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
96946n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
96956c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
97011c,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
97520e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
97569e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
97926c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
97926n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
98445c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
98487c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
98561e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
98621n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
98710n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
98739n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
98844n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
98944c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
99708e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
99791n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
